1735360200000,94608.56000000,94616.71000000,94511.71000000,94524.00000000,58.38275000,1735361999999,5521482.69070380,21714,23.57908000,2229970.02503080,0
1735362000000,94524.00000000,94751.36000000,94523.99000000,94685.60000000,123.95844000,1735363799999,11734093.69433950,35071,72.09008000,6824463.67491950,0
1735363800000,94685.59000000,94800.00000000,94610.54000000,94625.64000000,121.86016000,1735365599999,11540321.29568020,37683,60.00661000,5682462.26892790,0
1735365600000,94625.64000000,94724.88000000,94518.00000000,94538.50000000,170.38213000,1735367399999,16115998.14888660,45769,83.18197000,7868826.75614950,0
1735367400000,94538.49000000,94581.08000000,94405.28000000,94466.49000000,134.02901000,1735369199999,12660875.33221820,50017,75.32864000,7115563.00393070,0
1735369200000,94466.49000000,94634.25000000,94466.48000000,94555.99000000,103.93855000,1735370999999,9828481.92382410,38548,54.43119000,5147010.82166950,0
1735371000000,94555.99000000,94563.12000000,94307.00000000,94381.99000000,131.97400000,1735372799999,12458443.88486530,40424,74.28853000,7012457.34001710,0
1735372800000,94381.98000000,94487.10000000,94312.67000000,94408.63000000,100.84954000,1735374599999,9521189.90380350,40636,57.46716000,5425339.49291040,0
1735374600000,94408.63000000,94539.43000000,94381.29000000,94488.01000000,88.30700000,1735376399999,8342244.40172940,26661,49.01256000,4630016.09478720,0
1735376400000,94488.01000000,94687.34000000,94488.01000000,94598.04000000,166.79015000,1735378199999,15777399.25979190,30991,90.79333000,8587772.52896790,0
1735378200000,94598.03000000,94692.30000000,94589.27000000,94589.27000000,114.55712000,1735379999999,10842134.36635780,31352,52.87477000,5004249.92615160,0
1735380000000,94589.28000000,94702.42000000,94502.21000000,94689.78000000,133.70565000,1735381799999,12650765.01955300,41846,66.06665000,6251129.52008890,0
1735381800000,94689.78000000,94716.06000000,94566.68000000,94619.99000000,142.83449000,1735383599999,13519282.63073310,40371,57.33442000,5427030.57744730,0
1735383600000,94620.00000000,94739.97000000,94600.00000000,94739.96000000,146.62908000,1735385399999,13881053.97119120,40601,74.08119000,7013119.97434310,0
1735385400000,94739.96000000,94883.00000000,94640.01000000,94754.83000000,170.00456000,1735387199999,16105751.83438500,46933,75.56982000,7160295.16646260,0
1735387200000,94754.83000000,94880.00000000,94625.00000000,94649.99000000,154.94482000,1735388999999,14681270.10507140,59643,71.48708000,6774060.71789160,0
1735389000000,94649.99000000,94739.09000000,94577.66000000,94599.57000000,139.30653000,1735390799999,13187087.57867040,39999,66.26151000,6273186.83393300,0
1735390800000,94599.56000000,94761.33000000,94529.87000000,94690.59000000,177.76726000,1735392599999,16829038.10394590,53504,95.07523000,9000759.69402620,0
1735392600000,94690.59000000,94754.48000000,94496.73000000,94665.94000000,216.46750000,1735394399999,20484269.61069840,61343,107.26831000,10151892.17801310,0
1735394400000,94665.29000000,95340.36000000,94584.78000000,94900.00000000,537.26546000,1735396199999,51069526.38497280,133863,317.52786000,30185806.25630410,0
1735396200000,94900.01000000,94977.74000000,94411.76000000,94583.99000000,368.56640000,1735397999999,34882037.57704560,141510,169.55419000,16047520.54244150,0
1735398000000,94583.99000000,94819.57000000,94496.73000000,94708.57000000,210.54497000,1735399799999,19931136.42016530,90903,117.18561000,11093778.80161020,0
1735399800000,94708.57000000,94808.82000000,94375.80000000,94447.29000000,208.28004000,1735401599999,19691724.71657330,68046,92.04328000,8702240.42603040,0
1735401600000,94447.28000000,94621.98000000,94389.45000000,94586.55000000,306.99042000,1735403399999,29003697.15724430,75989,113.21440000,10696732.57646700,0
1735403400000,94586.55000000,94923.06000000,94574.16000000,94874.89000000,249.99144000,1735405199999,23685298.70763870,78662,125.34705000,11878783.38847300,0
1735405200000,94874.89000000,95245.24000000,94810.51000000,95108.71000000,399.82735000,1735406999999,38005508.68451050,126900,199.96841000,19009429.17728700,0
1735407000000,95108.72000000,95202.06000000,94936.95000000,95022.57000000,171.06256000,1735408799999,16264663.33430210,84560,78.25093000,7441082.50986270,0
1735408800000,95022.58000000,95100.00000000,94891.26000000,94981.22000000,172.64060000,1735410599999,16399702.89061640,52563,104.41144000,9918252.49555290,0
1735410600000,94981.22000000,95004.68000000,94715.16000000,94837.31000000,133.00716000,1735412399999,12616978.93448040,53512,52.08490000,4940502.21196990,0
1735412400000,94837.31000000,95099.81000000,94837.30000000,95020.01000000,146.55045000,1735414199999,13917035.27096120,52790,88.58287000,8412067.61773940,0
1735414200000,95020.00000000,95138.05000000,94980.01000000,95027.76000000,118.90947000,1735415999999,11304668.89387810,42980,63.81428000,6066812.08357610,0
1735416000000,95027.75000000,95073.28000000,94878.26000000,94882.68000000,110.89896000,1735417799999,10528992.16041570,54609,57.13478000,5424395.98829950,0
1735417800000,94882.67000000,95151.13000000,94878.26000000,95083.05000000,82.41521000,1735419599999,7830968.24120870,36141,47.43079000,4506396.27579670,0
1735419600000,95083.05000000,95085.76000000,94968.86000000,95029.87000000,123.15286000,1735421399999,11702433.13237250,35972,58.63934000,5571821.76040560,0
1735421400000,95029.87000000,95223.72000000,94985.34000000,95171.67000000,85.73973000,1735423199999,8155379.85520170,34871,45.87691000,4363917.93870780,0
1735423200000,95171.67000000,95461.74000000,95047.11000000,95246.51000000,217.44490000,1735424999999,20702191.62983930,48621,122.75841000,11687848.41987620,0
1735425000000,95246.51000000,95733.99000000,95058.21000000,95326.40000000,339.01929000,1735426799999,32335314.93698140,86632,199.54150000,19032521.37686450,0
1735426800000,95326.40000000,95408.90000000,95112.43000000,95325.91000000,206.03506000,1735428599999,19628384.38081430,93064,100.26207000,9551402.62083980,0
1735428600000,95325.90000000,95408.00000000,95164.00000000,95300.00000000,132.67679000,1735430399999,12644419.36990970,54387,64.00194000,6098995.26115400,0
1735430400000,95300.00000000,95340.00000000,95140.09000000,95140.09000000,155.32858000,1735432199999,14789391.65358080,64299,62.39617000,5940523.73604610,0
1735432200000,95140.10000000,95229.07000000,95042.60000000,95148.49000000,128.45213000,1735433999999,12219386.34029430,48847,74.65981000,7102611.12464270,0
1735434000000,95148.49000000,95210.22000000,94880.00000000,95008.49000000,132.46326000,1735435799999,12586638.52038580,49685,40.43206000,3841928.65774880,0
1735435800000,95008.50000000,95032.00000000,94808.00000000,94857.65000000,183.91004000,1735437599999,17460584.84281340,39421,71.70680000,6808434.87942700,0
1735437600000,94857.66000000,95171.42000000,94851.25000000,95119.95000000,108.51264000,1735439399999,10309027.85789610,33914,58.40034000,5548803.39079360,0
1735439400000,95119.95000000,95211.88000000,95063.70000000,95154.50000000,128.67025000,1735441199999,12241802.95225880,33210,55.84289000,5312850.45055660,0
1735441200000,95154.50000000,95162.71000000,94978.33000000,95124.01000000,102.00581000,1735442999999,9695855.40290420,23783,44.07797000,4189780.93173250,0
1735443000000,95124.02000000,95221.69000000,95080.00000000,95172.40000000,113.76893000,1735444799999,10824324.37577510,32140,50.69597000,4823390.74741290,0
1735444800000,95172.41000000,95283.99000000,95116.00000000,95145.82000000,116.30645000,1735446599999,11069972.57433510,20849,34.63180000,3296357.56144770,0
1735446600000,95145.82000000,95180.45000000,95063.40000000,95126.39000000,95.52555000,1735448399999,9084546.80158590,18063,22.33158000,2123617.47587800,0
1735448400000,95126.39000000,95199.97000000,95071.21000000,95168.09000000,66.15810000,1735450199999,6294258.91363940,16342,28.97458000,2756457.39187070,0
1735450200000,95168.10000000,95168.10000000,95071.21000000,95118.89000000,69.75091000,1735451999999,6634261.15869620,14060,24.54636000,2334666.15451340,0
1735452000000,95118.89000000,95165.18000000,94971.44000000,95165.17000000,124.62429000,1735453799999,11845596.30587140,25718,50.35423000,4786919.08581740,0
1735453800000,95165.18000000,95212.00000000,95100.00000000,95181.70000000,146.35247000,1735455599999,13927208.01749390,22782,49.56628000,4716964.58815210,0
1735455600000,95181.70000000,95271.56000000,95098.98000000,95118.87000000,149.39642000,1735457399999,14219850.48065860,25332,59.98432000,5709598.01992790,0
1735457400000,95118.88000000,95272.05000000,95076.68000000,95272.04000000,107.81667000,1735459199999,10261339.22202090,24427,62.09076000,5909551.81141330,0
1735459200000,95272.05000000,95315.50000000,95103.09000000,95131.66000000,107.64562000,1735460999999,10246262.77901550,28017,46.33456000,4410661.92287740,0
1735461000000,95131.65000000,95156.86000000,95078.50000000,95123.33000000,76.94059000,1735462799999,7318503.78562240,22369,43.14540000,4103839.65789170,0
1735462800000,95123.33000000,95183.45000000,95048.30000000,95183.45000000,76.29451000,1735464599999,7255994.76325060,15943,36.09487000,3432917.21945940,0
1735464600000,95183.44000000,95211.41000000,95099.27000000,95190.49000000,98.78961000,1735466399999,9401792.21525760,18130,56.12108000,5341370.66467310,0
1735466400000,95190.50000000,95275.77000000,95110.00000000,95110.00000000,124.68113000,1735468199999,11867203.29767380,21244,64.17706000,6109469.13126410,0
1735468200000,95110.01000000,95278.85000000,95102.76000000,95167.83000000,159.39293000,1735469999999,15170307.79336090,19898,71.48707000,6803946.10293210,0
1735470000000,95167.83000000,95179.99000000,95066.23000000,95129.88000000,71.50559000,1735471799999,6801958.49386970,17891,34.39625000,3272014.71216490,0
1735471800000,95129.87000000,95183.61000000,95010.00000000,95032.57000000,73.25290000,1735473599999,6967788.84935330,14020,26.56124000,2526598.09543600,0
1735473600000,95032.58000000,95130.24000000,95000.00000000,95000.00000000,105.59798000,1735475399999,10037761.38907690,24903,47.51058000,4516429.01108570,0
1735475400000,95000.01000000,95012.86000000,94900.82000000,94907.89000000,158.45710000,1735477199999,15045465.34743990,48907,57.26301000,5436903.58605320,0
1735477200000,94907.88000000,95015.18000000,94842.70000000,94876.50000000,265.49622000,1735478999999,25204576.76907700,40859,91.14210000,8654348.21822150,0
1735479000000,94876.51000000,94966.31000000,94800.00000000,94928.20000000,218.56821000,1735480799999,20732516.02381440,48673,86.67212000,8223533.73352950,0
1735480800000,94928.20000000,95231.58000000,94520.23000000,94657.26000000,641.93875000,1735482599999,60858243.82669570,128499,238.82112000,22647199.36208580,0
1735482600000,94657.26000000,94820.00000000,94010.00000000,94623.67000000,932.56710000,1735484399999,87978437.82020800,186500,497.48774000,46928652.78272970,0
1735484400000,94623.68000000,94692.36000000,94404.90000000,94650.31000000,294.98630000,1735486199999,27891375.54199470,92730,131.88126000,12470183.52533710,0
1735486200000,94650.32000000,94794.79000000,94511.11000000,94511.12000000,263.60254000,1735487999999,24956273.40754260,53293,120.74360000,11432819.70102120,0
1735488000000,94511.11000000,94578.89000000,93900.01000000,93980.01000000,1034.15181000,1735489799999,97374008.44946010,112574,190.76240000,17961233.77106000,0
1735489800000,93980.00000000,94039.93000000,93600.00000000,93900.01000000,539.71408000,1735491599999,50621653.67205530,137451,248.43250000,23300318.34386010,0
1735491600000,93900.01000000,94117.50000000,93800.37000000,93865.07000000,375.76851000,1735493399999,35315423.50227670,89144,203.71816000,19147474.94160460,0
1735493400000,93865.08000000,94050.00000000,93830.00000000,93945.01000000,235.38772000,1735495199999,22113168.30882180,58860,102.78940000,9656020.19844120,0
1735495200000,93945.00000000,93945.01000000,93693.85000000,93768.45000000,299.69770000,1735496999999,28115357.51967280,60048,133.68341000,12540706.04526350,0
1735497000000,93768.46000000,93927.71000000,93600.00000000,93652.00000000,564.05807000,1735498799999,52870562.57518500,89781,255.96213000,23995311.29873300,0
1735498800000,93652.00000000,93880.00000000,93616.67000000,93726.30000000,225.41878000,1735500599999,21131962.41836830,59182,107.14363000,10042994.04492550,0
1735500600000,93726.31000000,93795.49000000,93367.52000000,93612.89000000,766.28354000,1735502399999,71676687.15167220,104474,211.26044000,19761243.24419450,0
1735502400000,93612.89000000,93665.98000000,93392.01000000,93498.71000000,308.17854000,1735504199999,28810742.38945570,91232,129.24874000,12082546.24470080,0
1735504200000,93498.71000000,93880.00000000,93345.00000000,93858.55000000,413.66799000,1735505999999,38752140.61342720,86707,232.26203000,21762574.38185400,0
1735506000000,93858.55000000,93949.52000000,93600.00000000,93872.26000000,376.86521000,1735507799999,35342837.40126920,72198,182.62842000,17131328.72506800,0
1735507800000,93872.26000000,93944.94000000,93121.00000000,93352.65000000,657.19931000,1735509599999,61397852.15639640,120377,223.56626000,20888865.93762870,0
1735509600000,93352.65000000,93507.99000000,93087.97000000,93310.01000000,615.30639000,1735511399999,57403442.57194970,96227,232.89192000,21719442.66031440,0
1735511400000,93310.00000000,93770.41000000,93088.04000000,93135.32000000,528.35102000,1735513199999,49380162.16748150,104888,255.41457000,23878701.59624240,0
1735513200000,93135.32000000,93520.00000000,93009.52000000,93500.55000000,630.55187000,1735514999999,58754425.81640040,182016,278.78710000,25979590.00172600,0
1735515000000,93500.55000000,93871.02000000,93488.83000000,93738.20000000,406.64566000,1735516799999,38111929.73949190,125931,222.30380000,20833719.23298150,0
1735516800000,93738.19000000,93908.24000000,93510.00000000,93671.68000000,375.27474000,1735518599999,35155952.83789340,138193,197.15772000,18471059.65940230,0
1735518600000,93671.69000000,93722.99000000,93500.00000000,93583.96000000,200.49524000,1735520399999,18764696.92269310,95791,85.06921000,7961837.54006940,0
1735520400000,93583.96000000,93916.62000000,93368.93000000,93861.89000000,450.30610000,1735522199999,42172092.33320570,121542,224.95070000,21064903.35326590,0
1735522200000,93861.89000000,94274.29000000,93438.99000000,93948.42000000,702.16599000,1735523999999,65879337.31437720,183138,368.47668000,34582988.67026460,0
1735524000000,93948.41000000,93973.61000000,93436.17000000,93532.00000000,429.39950000,1735525799999,40213134.40015180,113340,191.94966000,17975151.08414950,0
1735525800000,93532.00000000,93936.24000000,93413.72000000,93906.41000000,338.05245000,1735527599999,31660771.34418720,98202,191.25981000,17914169.62281630,0
1735527600000,93906.41000000,94080.00000000,93780.00000000,93890.62000000,250.34362000,1735529399999,23520465.50515030,72975,122.22069000,11482447.95042810,0
1735529400000,93890.62000000,93919.90000000,93639.87000000,93722.71000000,152.59260000,1735531199999,14305589.43636750,58442,56.22123000,5271067.83913970,0
